record_id,subjid,dob,age,age_group,sex,sibling_in_study,sibling_in_study_id,subject_information_complete,dot,tot,expr,observer,video,parentrm,endtime,ius_parent_status,tst_status,ist_status,axcpt_status,ius_child_status,ius_short_status,posttestq_tst1,posttestq_tst2,posttestq_ist1,posttestq_ist3,posttestq_ist4,posttestq_ist2,exprnotes_tst,exprnotes_ist,exprnotes_axcpt,exprnotes_ius_child,exprnotes_general,session_notes_complete
SearchCosts-Adult_S003,SearchCosts-Adult_S003,,20,Adult,4,NA,,2,9/17/19,15:30,Sonali,,0,NA,16:00,NA,1,1,1,NA,1,2,random,1,1,2,"saw one color dominating the other color, 3-4 more","exploitative, 4 picks: ? then biggest 3x  1 pick: biggest",1 click: flipped 3-7 squares  4 clicks: 3-5 squares,,,,2
SearchCosts-Adult_S004,SearchCosts-Adult_S004,,19,Adult,4,NA,,2,9/17/19,16:15,Sonali,,0,NA,16:45,NA,1,1,1,NA,1,2,? then biggest   ,2,1,2,"usually flipped 10, fewer with 4 clicks",4: ? then biggest  1: biggest,1: 1/3-1/2 squares flipped  4: 4-6 squares flipped,no sound,,,2
SearchCosts-Adult_S005,SearchCosts-Adult_S005,,18,Adult,4,NA,,2,9/20/19,15:30,Ziwei,,0,NA,16:00,NA,1,1,1,NA,1,2,"get the known biggest, if the known cans are small splashes, then open question mark",1,1,2,"based on the ratio of colored squared flipped so far, then decide keep flipping or not",,"like flipping over many squares, for both 1-click and 4-clicks",,,,2
SearchCosts-Adult_S006,SearchCosts-Adult_S006,,19,Adult,4,NA,,2,9/25/19,16:00,Bella,,0,NA,16:25,NA,1,1,1,NA,1,2,Based off the amount of picks she had  When there were more picks would pick the ? first then the biggest,2,1,2,when there was a majority of one color,more picks would chose ?,1x: around 5 squares- made choice  4x: little over 5 squares- made choice,,,,2
SearchCosts-Adult_S007,SearchCosts-Adult_S007,,N/A,Adult,4,NA,,2,9/30/19,14:30,Bella,,0,NA,15:00,NA,1,1,1,NA,1,2,ones with the most paint,2,1,2,when I saw there was more of one color,"with more picks chose ?, otherwise biggest every time",1x: flipped around 1/2 of board  4x: Flipped under 1/2 for each ,,,,2
SearchCosts-Adult_S008,SearchCosts-Adult_S008,,26,Adult,4,NA,,2,9/30/19,15:00,Bella,,0,NA,16:00,NA,1,1,1,NA,1,2,ones with most color,2,1,2,random,always picked the biggest splash never the ?,1x: around 1/2 before decision  4x: around 10 squares,,,,2
SearchCosts-Adult_S009,SearchCosts-Adult_S009,,18,Adult,4,NA,,2,10/1/19,15:30,Sonali,,0,NA,16:04,NA,1,1,1,NA,1,2,ones that had the most paint,NA,1,2,"flipped most over, or until predominantly one color","explorative with 4 clicks, ?, then biggest x3. 1 click, biggest","1 click, 4/5 to all squares flipped; 4 clicks, same as 1 click",,,,2
SearchCosts-Adult_S010,SearchCosts-Adult_S010,,18,Adult,4,NA,,2,10/1/19,16:30,Sonali,,0,NA,17:00,NA,1,1,1,NA,1,1,"1 pick, biggest; 4 clicks, big, ?, big",2,1,2,"one from each row, more if colors are close","4 picks, biggest, ?, biggest x2  1 pick, biggest","1 click, flipped 5-10 squares  4 clicks, same as 1 click",,,,2
SearchCosts-Adult_S011,SearchCosts-Adult_S011,,18,Adult,4,NA,,2,10/4/19,14:25,Ziwei,,0,NA,14:57,NA,1,1,1,NA,1,2,"usually get the known most, depends on the picks. 1 pick: biggest, 4 picks: try ?, then biggest",1,1,2,depends on how much one color I saw,,usually flip over less than half of the squares,,,,2
SearchCosts-Adult_S012,SearchCosts-Adult_S012,,18,Adult,4,NA,,2,10/4/19,15:20,ziwei,,0,NA,15:52,NA,1,1,1,NA,1,2,"if have multiple picks or all known cans are small splashes, pick questions mark first, then biggest. ",2,1,2,I press: flip until one color is more than half. 4 presses: stop tapping until one color looks more than the other,,,,,,2
SearchCosts-Adult_S013,SearchCosts-Adult_S013,,19,Adult,4,NA,,2,10/8/19,10:00,Sonali,,0,NA,10:30,NA,1,1,1,NA,1,2,"with 4 picks used one to open unknown, chose biggest with one pick",1,1,2,flipped until more of one color,4 picks: ? then biggest 3x  1 pick: biggest or ?,1 click: flipped about 7 squares  4 click: flipped 5-7 squares,,,,2
SearchCosts-Adult_S014,SearchCosts-Adult_S014,,18,Adult,4,NA,,2,10/8/19,11:00,Sonali,,0,NA,11:30,NA,1,1,1,NA,1,2,"picked biggest if thought it was uncovered already, otherwise chose unknown",1,1,2,randomly until more of one color,-exploitative  -4 picks: ? then biggest 3x  -1 pick: biggest or ?,1 click: flipped 3-8 squares  4 clicks: flipped 3-6 squares,,,,2
SearchCosts-Adult_S015,SearchCosts-Adult_S015,,19,Adult,4,NA,,2,10/14/19,14:30,Bella,,0,NA,15:00,NA,1,1,1,NA,1,2,biggest splash,2,1,2,once she got 3 of the same color,"biggest, 4 picks ? then biggest",1x: around 4 then chose  4x: around 4,during the trial round would ask for space bar after each response,,,2
SearchCosts-Adult_S016,SearchCosts-Adult_S016,,18,Adult,4,NA,,2,10/14/19,15:30,Bella,,0,NA,16:00,NA,1,1,1,NA,1,2,helper and splash size,2,1,2,randomly,"more random, tended to pick ? then biggest",1x: over half of board  4x: around half- less each board,,,,2
SearchCosts-Adult_S017,SearchCosts-Adult_S017,,18,Adult,4,NA,,2,10/16/19,16:00,Bella,,0,NA,16:30,NA,1,1,1,NA,1,2,the helper- then if it was big kept picking it ,2,1,2,if there were 2/3 more of 1 color,"?, then biggestBV (3/31/20): missing its data for psydat and csv",1x: around 5 then decided  4x: 5- then chose,,,,2
SearchCosts-Adult_S018,SearchCosts-Adult_S018,,18,Adult,4,NA,,2,11/4/19,15:00,Bella,,0,NA,15:30,NA,1,1,1,NA,1,2,cans with the helper and then the biggest,2,1,2,how many times she had to click and then when she saw a majority,always biggest never ?,1x: more than half each time  4x: around 1/2 each time,,,,2
SearchCosts-Adult_S019,SearchCosts-Adult_S019,,19,Adult,4,NA,,2,11/5/19,14:30,Sonali,,0,NA,15:04,NA,1,1,1,NA,1,2,"open all, then biggest",1,1,2,cross pattern before deciding,"random choices, ? first then alternating between the largest and second largest",1 clip: flip half   4 clips: flipped slightly less than 1/2,,,,2
SearchCosts-Adult_S020,SearchCosts-Adult_S020,,18,Adult,4,NA,,2,11/5/19,15:30,Sonali,,0,NA,16:10,NA,1,1,1,NA,1,2,"open all (especially when ambiguous picks), then pick biggest",2,1,2,flipped about 8 squares with both conditions,"4 pick: ?, 3 biggest  1 pick: ? or biggest  ",I click: 6-8 squares flipped  4 clicks: same,"crashed during practice, then no sound when run a second time",,,2
SearchCosts-Adult_S021,SearchCosts-Adult_S021,,19,Adult,4,NA,,2,11/5/19,16:30,Sonali,,0,NA,17:05,NA,1,1,1,NA,1,2,"guessed size of unknown based on others, pick biggest accordingly",1,1,2,"1 click: flip until majority one color out of 25,   4 clicks: flipped 11-12 squares","4 clicks: ?, then biggest 3  1 click: ? or biggest",1 click: flipped 15-20 squares  4 clicks: flipped 12-18 squares,,,,2
SearchCosts-Adult_S022,SearchCosts-Adult_S022,,19,Adult,4,NA,,2,11/14/19,9:15,Sonali,,0,NA,9:45,NA,1,1,1,NA,1,2,"4 picks: ?, 1 pick: biggest",1,2,2,waited until more of one color,"random choices, mostly exploitative",1 click: flipped 6-7 squares  4 clicks: flipped 4-5 squares,,,,2
SearchCosts-Adult_S023,SearchCosts-Adult_S023,,18,Adult,4,NA,,2,11/14/19,10:30,sonali,,0,NA,11:00,NA,1,1,1,NA,1,2,random,1,1,2,,"exploitative, 4 clicks: biggest 4x, 1 click: biggest, rarely choose ?",1 click: flipped 10-13 squares  4 clicks: flipped 9-12 squares,,,,2
SearchCosts-Adult_S024,SearchCosts-Adult_S024,,21,Adult,4,NA,,2,11/14/19,11:30,Sonali,,0,NA,12:00,NA,1,1,1,NA,1,2,"1 click: biggest, 4 clicks: opened all",1,1,2,"same pattern every time, same with both conditions","1 click: biggest  4 clicks: ?, then biggest 3x  ",1 click: 13-15 squares flipped  4 clicks: same pattern,,,,2
SearchCosts-Adult_S025,SearchCosts-Adult_S025,,18,Adult,4,NA,,2,11/21/19,14:30,sonali,,0,NA,14:55,NA,1,1,1,NA,1,2,based on which ones had the biggest splashes,2,1,2,until saw majority,"exploitative 4 picks: ?, then 3 biggest  1 pick: biggest",1 click: flipped 15-20 squares  4 clicks: flipped 10-15 squares,,,,2
SearchCosts-Adult_S026,SearchCosts-Adult_S026,,18,Adult,4,NA,,2,12/4/19,16:00,Bella,,0,NA,16:30,NA,1,1,1,NA,1,2,size,1,1,2,based off probability and percentages ,4 choices= explored  unknown and 1- mostly did not explore,both 1x and 4x 5 or more,,,,2
SearchCosts-Adult_S027,SearchCosts-Adult_S027,,19,Adult,4,NA,,2,12/4/19,17:00,Bella,,0,NA,17:30,NA,1,1,1,NA,1,2,bigger first,2,1,2,until there was a majority,biggest then random after first choice,1x: around 5 squares  4x: around 3 squares,,,,2
SearchCosts-Adult_S028,SearchCosts-Adult_S028,,19,Adult,4,NA,,2,12/9/19,14:30,Bella,,0,NA,15:00,NA,1,1,1,NA,1,2,by how many picks I had,1,1,2,when it started to look like there couldn't be another option,explore with 4 and sometimes with unknown,1x: every square each time expect for last board  4x: almost all of them,,,,2
SearchCosts-Adult_S029,SearchCosts-Adult_S029,,NA,Adult,4,NA,,2,12/11/19,14:15,Bella,,0,NA,14:30,NA,1,1,2,NA,0,2,the hands,1,1,2,If I had 4 of each whichever color there was more of,always the biggest never the ?,1x: around 1/2 or more  4x: around 1/2 or less,,,,2
SearchCosts-Adult_S030,SearchCosts-Adult_S030,,19,Adult,4,NA,,2,12/11/19,14:30,Bella,,0,NA,15:00,NA,1,1,1,NA,1,2,helper and then whichever one was closest ,2,1,2,I don't know,"very random choices, not sure if game was understood",1x: more than half  4x: 5-10 squares,,,,2
SearchCosts-Adult_S031,SearchCosts-Adult_S031,,31,Adult,4,NA,,2,1/27/20,13:30,Bella,,0,NA,14:00,NA,1,1,1,NA,1,2,"risk factor- if I had one hand or the cloud I would choose the biggest presented, if I had 4 hands I would choose the ? if I thought there was a splash bigger than the ones already uncovered ",1,1,2,how many squares there were vs the number of one color there was,"based on paint splash size and number of picks chooses whether to explore or not  WZ (3/23/20): data file subject field misnamed ""SearchCosts-S031""",,,,,2
SearchCosts-Adult_S032,SearchCosts-Adult_S032,,19,Adult,4,NA,,2,1/29/20,13:30,BV,,0,NA,14:05,NA,1,1,1,NA,1,2,Whichever had the most,1,1,2,Until I saw majority ,When participant thought there could have been a bigger splash than the ones participant was presented she would pick the ?,adjusted amount flipped over when had to click 4 times,,,,2
SearchCosts-Adult_S033,SearchCosts-Adult_S033,,N/A,Adult,4,NA,,2,1/29/20,14:30,BV,,0,NA,15:00,NA,1,1,1,NA,1,2,random,2,1,2,About 1/2 until It was obvious ,With the unknown number of picks wold pick the biggest and then ? if arrow didn't show up,,,,,2
SearchCosts-Adult_S034,SearchCosts-Adult_S034,,N/A,Adult,4,NA,,2,1/29/20,15:30,bella,,0,NA,15:55,NA,1,1,1,NA,1,2,how much paint,1,2,2,same squares each time,known biggest,,,,,2
SearchCosts-Adult_S035,SearchCosts-Adult_S035,,19,Adult,4,NA,,2,2/5/20,13:30,BV,,0,NA,13:56,NA,1,1,1,NA,1,2,biggest splash when I had less hands,1,1,2,proportion,if it was clear that the biggest splash was already shown would just pick the biggest one but if they were all smaller sized would explore,,,,,2
SearchCosts-Adult_S036,SearchCosts-Adult_S036,,19,Adult,4,NA,,2,2/5/20,15:15,BV,,0,NA,15:40,NA,1,1,1,NA,1,2,which had the most,2,1,2,the likely majority of what I flipped,mostly biggest- unless splashes were small then ? ,,,,,2
SearchCosts-Adult_S037,SearchCosts-Adult_S037,,20,Adult,4,NA,,2,2/10/20,13:30,BV,,0,NA,13:56,NA,1,1,1,NA,1,2,because they had more paint,1,1,2,at least 4 and then see if there was more of one color ,,,,,,2
SearchCosts-Adult_S038,SearchCosts-Adult_S038,,N/A,Adult,4,NA,,2,2/10/20,14:15,BV,,0,NA,14:42,NA,1,1,1,NA,1,2,whichever had the most,1,1,2,based on which color there was more of,did not explore,,had to reexplain the rules at the first break,,,2
SearchCosts-Adult_S039,SearchCosts-Adult_S039,,20,Adult,4,NA,,2,2/11/20,10:40,Sonali,,0,NA,11:10,NA,1,1,1,NA,1,2,"biggest, unless all were small, then ?",1,1,2,"flipped slightly more than half, but wanted to flip less with 4 clicks",4 picks: ? then biggest  1: biggest,1: 3-4 rows  4: same as one click,,,,2
SearchCosts-Adult_S040,SearchCosts-Adult_S040,,22,Adult,4,NA,,2,2/12/20,15:00,BV,,0,NA,15:25,NA,1,1,1,NA,1,2,if not sure there is a bigger splash then ?,2,1,2,random,1: biggest shown  4: sometimes biggest sometimes ?  cloud: sometimes biggest sometimes ?,,,,,2
SearchCosts-Adult_S041,SearchCosts-Adult_S041,,19,Adult,4,NA,,2,2/19/20,13:45,BV,,0,NA,14:10,NA,1,1,1,NA,1,2,biggest paint,1,1,2,random/ once it was really obvious ,did not exploit accept for 2 or 3 of the 4 picks,1x: almost the whole board  4x: adjusted search- around 1/2 of the board,,,,2
SearchCosts-Adult_S042,SearchCosts-Adult_S042,,19,Adult,4,NA,,2,2/19/20,14:45,BV,,0,NA,15:20,NA,1,1,1,NA,1,2,the biggest/ if they were all small then the ?,2,1,2,if more than 1/2 are 1 color,sometimes exploit with 4 picks,did not adjust search,,,,2
SearchCosts-Adult_S043,SearchCosts-Adult_S043,,19,Adult,4,NA,,2,2/19/20,15:30,BV,,0,NA,15:50,NA,1,1,1,NA,1,1,random,1,1,2,depending on how many of a color there was,does not exploit ,adjusted search,,,,2
SearchCosts-Adult_S044,SearchCosts-Adult_S044,,19,Adult,4,NA,,2,2/26/20,13:40,BV,,0,NA,14:00,NA,1,1,0,NA,1,2,the biggest,2,1,2,whichever color had more,always biggest,opened around 5 for both 1 and 4,quit twice could not play it,,,2
SearchCosts-Adult_S045,SearchCosts-Adult_S045,,19,Adult,4,NA,,2,2/26/20,14:50,BV,,0,NA,15:15,NA,1,1,1,NA,1,2,how many clicks and the size of splashes ,2,1,2,the ratio ,sometimes exploited with 4 picks,"1: around 15  4: adjusted search, around 10",,,,2
SearchCosts-Adult_S046,SearchCosts-Adult_S046,,N/A,Adult,4,NA,,2,2/26/20,15:30,BV,,0,NA,15:52,NA,1,1,1,NA,1,2,"if the can was covered, wanted to see all the options",2,1,2,the majority ,? most of the time,1: 10 or more  4: around 5,,,,2
SearchCosts-Adult_S047,SearchCosts-Adult_S047,,18,Adult,4,NA,,2,3/2/20,14:15,BV,,0,NA,14:45,NA,1,1,1,NA,1,2,random,1,1,2,flipped all of the corners and the middle to get a good sample,1: mostly the biggest depending on splash size  4: sometimes ?,1: 5  4: around 3,,,,2
SearchCosts-Adult_S048,SearchCosts-Adult_S048,,NA,Adult,4,NA,,2,3/4/20,15:30,bella,,0,NA,15:55,NA,1,1,1,NA,1,2,more paint,2,1,2,just did it,never choose ?,adjusted search,,,,2
SearchCosts-Adult_S049,SearchCosts-Adult_S049,,18,Adult,4,NA,,2,3/9/20,14:15,BV,,0,NA,14:35,NA,1,1,1,NA,1,2,if there was already a big splash and the amount of picks that I had,1,1,2,the % of a certain color,exploit w 4 picks and cloud,flipped around 5 for each,,,,2
