"id","subjid","dob","age","sex","tot","expr","axcpt_status","exprnotes_axcpt","age_group","age_11","age_adult","acc_count_ax","acc_count_ay","acc_count_bx","acc_count_by","rt_count_ax","rt_count_ay","rt_count_bx","rt_count_by","rt_mean.ax","rt_mean.ay","rt_mean.bx","rt_mean.by","rt_var.ax","rt_var.ay","rt_var.bx","rt_var.by","zrt_mean.ax","zrt_mean.ay","zrt_mean.bx","zrt_mean.by","overall_acc","acc_outlier","acc_mean.ax","acc_mean.ay","acc_mean.bx","acc_mean.by","exclude_by60","exclude_acc60","mean_err.ax","mean_err.ay","mean_err.bx","mean_err.by","acc_var.ax","acc_var.ay","acc_var.bx","acc_var.by","PBI_rt","AY_BXdiff","PBI_zrt","PBIzrt_outlier","logrt_mean.ax","logrt_mean.ay","logrt_mean.bx","logrt_mean.by","PBI_logRT","PBI_error","dcon","dot","abias"
"SearchCosts-5_S003","SearchCosts-5_S003","3/4/14",5.40566149743365,2,14:00:00,"Sonali",1,NA,"5",0,0,21,8,10,11,21,7,10,11,1185.58487438071,1350.35092490143,1064.4814014437,1069.95019045736,28587.3841473912,21598.4659334742,86623.2622370601,23432.7895617091,0.127831352151899,0.904011593627167,-0.442663131212122,-0.416900748950802,0.98,0,1,0.875,1,1,0,0,0.0227272727272727,0.166666666666667,0.0454545454545455,0.0416666666666667,0,0.125,0,0,0.118380692662995,285.869523457729,2.91899688532564,0,7.06781569738355,7.20294031124384,6.92292029770942,6.96561862489555,0.0198232179465891,0.571428571428571,3.28970725390294,"7/29/19",0.247252123287732
"SearchCosts-5_S004","SearchCosts-5_S004","1/28/14",5.50429703910716,2,10:30:00,"Sonali",2,"completed first block","5",0,0,8,1,3,3,6,1,3,3,850.314299265667,1246.54006958,928.634007771333,1226.73137982667,147961.967062361,NA,169905.143952407,43812.1442696096,-0.379331564642895,0.730570803656638,-0.159943436793443,0.675082964860354,0.866666666666667,0,0.75,1,1,1,0,0,0.277777777777778,0.25,0.125,0.125,0.214285714285714,NA,0,0,0.146152009220234,317.906061808667,1.56058803373792,0,6.65872090310529,7.12812704811883,6.76249469941454,7.10234223979599,0.0263222449901652,0.333333333333333,2.31934337714755,"7/30/19",-0.485181938377695
"SearchCosts-5_S005","SearchCosts-5_S005","8/16/13",5.95649076661735,2,12:00:00,"Sonali",2,NA,"5",0,0,7,2,2,2,7,2,2,2,890.696695873143,1407.52851963,1060.3830814345,1069.69094276,38581.0236520781,3022.12092741674,33905.1502396862,7922.37737657862,-0.550635287292105,1.58660484732717,0.151064060251994,0.189554597943202,1,0,1,1,1,1,0,0,0.0625,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0.14066364372442,347.1454381955,0.82613021434279,0,6.77404281077659,7.24920911489138,6.9587896979178,6.97339111657103,0.0204405575197366,0,3.28970725390294,"7/30/19",-5.55111512312578e-16
"SearchCosts-5_S006","SearchCosts-5_S006","12/10/13",5.63855097082945,1,15:30:00,"Winnie",2,"did not finish due to fatigue","5",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/30/19",NA
"SearchCosts-5_S007","SearchCosts-5_S007","11/17/13",5.70704787476939,1,10:00:00,"Sonali",1,NA,"5",0,0,37,8,7,5,37,1,7,5,909.919513238622,1439.58592415,948.268141064714,974.4755268106,116865.089828537,NA,124984.256481841,180405.535968388,-0.0642505035450391,1.45380338819378,0.0456588328126779,0.120770682656784,0.87719298245614,0,1,0.125,1,1,0,1,0.0131578947368421,0.833333333333333,0.0625,0.0833333333333333,0,0.125,0,0,0.205757039444999,491.317783085286,0.939099722323072,0,6.73690846287337,7.27211079854524,6.78722154450524,6.77865618337866,0.0344887824121803,0.86046511627907,3.28970725390294,"8/1/19",1.39760150366374
"SearchCosts-5_S008","SearchCosts-5_S008","11/9/13",5.74266626481816,1,15:00:00,"Sonali",0,"crashed once, restarted with participant ID","5",0,0,45,8,10,8,42,5,9,8,680.653367723619,884.664773941,572.640763389667,690.2458071715,104501.477065316,34500.8224854835,87886.0394280422,194693.203148819,-0.0059289305421448,0.614944632166418,-0.334646680758495,0.0232640060955548,0.901408450704225,0,0.933333333333333,0.625,0.9,1,0,0,0.0760869565217391,0.388888888888889,0.136363636363636,0.0555555555555556,0.0636363636363636,0.267857142857143,0.1,0,0.214110220923791,312.024010551333,3.38779255486942,0,6.40640331388652,6.76764403235633,6.24030210113362,6.32815691998407,0.0405399842381746,0.480769230769231,2.78263751158863,"8/6/19",0.591223291039825
"SearchCosts-5_S010","SearchCosts-5_S010","3/31/14",5.35919776426106,1,15:30:00,"Sonali",1,NA,"5",0,0,39,8,4,9,39,8,1,9,814.783799342769,1125.00950694025,1205.534935,973.768870036111,34420.6326092688,46689.233347179,NA,66055.3690807045,-0.326821592006938,1.01609611821158,1.36467787921984,0.36139947370646,0.95,0,1,1,0.25,1,0,1,0.0125,0.0555555555555556,0.7,0.05,0,0,0.25,0,-0.0345521958777623,-80.5254280597499,-0.146415309216391,0,6.68105192437312,7.00785707057201,7.09467867687781,6.84899668846351,-0.00615645355279451,-0.852941176470588,0.97036387675539,"8/8/19",-5.55111512312578e-16
"SearchCosts-5_S011","SearchCosts-5_S011","7/14/14",5.07699052002849,1,10:00:00,"Sonali",2,"intentionally picked wrong option because he liked the sound, did not take any breaks, stopped after 2nd block","5",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/10/19",NA
"SearchCosts-5_S012","SearchCosts-5_S012","11/13/13",5.74266626481816,1,11:30:00,"Sonali",1,NA,"5",0,0,42,7,11,9,41,6,11,9,1050.03008028302,1215.54585297833,1012.93299414873,899.209870232444,21786.3191741226,14902.1141468935,76571.1327889718,27607.5662400309,0.0616466100927001,0.946775085668147,-0.136737427655698,-0.7448944248441,0.971014492753623,0,0.976190476190476,0.857142857142857,1,1,0,0,0.0348837209302326,0.1875,0.0416666666666667,0.05,0.0238095238095238,0.142857142857143,0,0,0.0909198034752778,202.612858829606,1.33760758232205,0,6.94659506741812,7.09871880207403,6.88466786250561,6.78727610775281,0.0153075177496605,0.636363636363636,3.62560602359875,"8/10/19",0.456590936384568
"SearchCosts-5_S014","SearchCosts-5_S014","8/27/13",5.96197051893254,1,12:30:00,"Sonali",1,NA,"5",0,0,51,12,9,8,50,10,8,8,702.31474399564,860.9169960021,564.455986022625,745.56186795225,63882.7346589753,8114.83009826006,46097.7129514885,80591.9027869499,-0.044540133588876,0.602978271070224,-0.607369991940041,0.132022988032738,0.95,0,0.980392156862745,0.833333333333333,0.888888888888889,1,0,0,0.0288461538461538,0.192307692307692,0.15,0.0555555555555556,0.0196078431372549,0.151515151515152,0.111111111111111,0,0.20798837477497,296.461009979475,-275.597721004683,1,6.49607099058753,6.75285253728784,6.28657209270207,6.54516278887525,0.0357592806290977,0.123595505617978,3.28255684965681,"8/12/19",0.54724746735388
"SearchCosts-5_S015","SearchCosts-5_S015","6/5/14",5.1920653186476,2,10:00:00,"Sonali",1,"sound was off","5",0,0,41,11,10,11,38,11,10,11,917.713566830211,1072.80289043055,940.1501178745,855.417078191364,50926.5713233098,54838.8216118637,97301.8486862228,74997.6966080687,-0.07085251593443,0.546930018480805,0.01852120139119,-0.319004237426583,0.958904109589041,0,0.926829268292683,1,1,1,0,0,0.0833333333333333,0.0416666666666667,0.0454545454545455,0.0416666666666667,0.0695121951219512,0,0,0,0.0658995873270495,132.652772556045,0.93449054227743,0,6.78992697576252,6.95316122879963,6.79059022136015,6.70488041745104,0.0118287214396319,-0.0434782608695653,3.09742980776348,"8/13/19",-0.096138723069734
"SearchCosts-5_S016","SearchCosts-5_S016","2/8/14",5.51799641989515,1,13:45:00,"Bella",1,"very calm, got the hang of it very quickly    WZ: child pressing with one hand or hands not on the keyboard","5",0,0,46,9,6,10,46,9,6,10,888.743374658717,1218.81935331633,647.288521131,915.0739192954,110140.674743915,21086.4275293954,20503.797483449,122497.378731697,-0.0761984068648824,0.924070232340979,-0.807907871910038,0.00359418561759996,1,0,1,1,1,1,0,0,0.0106382978723404,0.05,0.0714285714285714,0.0454545454545455,0,0,0,0,0.306268914038315,571.530832185333,14.9099768447,1,6.70917629258926,7.09931840206177,6.45244124797489,6.73901828584063,0.047733812493135,-0.176470588235294,3.28970725390294,"8/15/19",-5.55111512312578e-16
"SearchCosts-5_S017","SearchCosts-5_S017","11/6/13",5.77554477870934,1,15:15:00,"Sonali",1,"sound worked for demo, but not for rest of the task","5",0,0,42,7,9,9,36,6,5,8,842.346628506667,1111.85065905267,905.6230545042,784.16937589725,100341.157389791,95207.0244662225,136413.992435743,82188.3336649479,-0.083235056035153,0.75721447345224,0.114092762586074,-0.264661079547287,0.82089552238806,0,0.857142857142857,0.857142857142857,0.555555555555556,0.888888888888889,0,1,0.151162790697674,0.1875,0.45,0.15,0.125435540069686,0.142857142857143,0.277777777777778,0.111111111111111,0.102220714531582,206.227604548467,0.738111293314091,0,6.66306320399035,6.96857798642535,6.74114106042685,6.61111161504117,0.0165894665836143,-0.411764705882353,1.20728082276,"8/15/19",-1.11022302462516e-16
"SearchCosts-5_S018","SearchCosts-5_S018","12/21/13",5.65499022777504,2,16:15:00,"Sonali",1,NA,"5",0,0,52,10,11,12,49,10,11,12,615.435843565184,1125.1233339306,736.011093313182,754.704236984583,50368.95310558,57489.3596480961,68990.8362674048,37416.8194265759,-0.355990007424074,1.48211246160576,0.0788444125982595,0.146258100761762,0.964705882352941,0,0.942307692307692,1,1,1,0,0,0.0660377358490566,0.0454545454545455,0.0416666666666667,0.0384615384615385,0.0554298642533937,0,0,0,0.209072614487965,389.112240617418,0.898979383862268,0,6.36221102283252,7.00362286744245,6.5328410790213,6.6003724725712,0.0347787864159412,0.0434782608695653,3.21929859216852,"8/16/19",-0.035204330867215
"SearchCosts-5_S019","SearchCosts-5_S019","12/21/13",5.68512886550861,1,16:00:00,"Sonali",1,NA,"5",0,0,52,11,9,10,49,6,6,8,587.283042012429,841.150601704833,416.073004404667,502.032518386875,48226.5126309471,26213.517723171,6593.03651229037,17031.2729638729,0.0123948323860895,1.17932842746775,-0.774593252825611,-0.379469729346403,0.841463414634146,0,0.942307692307692,0.545454545454545,0.666666666666667,0.8,0,1,0.0660377358490566,0.458333333333333,0.35,0.227272727272727,0.0554298642533937,0.272727272727273,0.25,0.177777777777778,0.338108189533266,425.077597300167,4.82765473008609,0,6.3107717956575,6.71618370730332,6.01426100391094,6.18644756231893,0.0551373278243805,0.134020618556701,2.0051722645125,"8/27/19",0.730129835447807
"SearchCosts-5_S020","SearchCosts-5_S020","5/6/14",5.33727875500027,2,15:00:00,"Sonali",1,NA,"5",0,0,50,11,11,11,43,9,10,9,675.911348919512,921.230740016444,564.4346952436,694.709857304444,52441.9774152859,81163.0633188476,84456.2055886982,63506.8824844526,-0.0681308425507004,0.871967477138406,-0.495325017200677,0.00390767860458004,0.855421686746988,0,0.86,0.818181818181818,0.909090909090909,0.818181818181818,0,0,0.147058823529412,0.208333333333333,0.125,0.208333333333333,0.122857142857143,0.163636363636364,0.0909090909090909,0.163636363636364,0.240159080439529,356.796044772844,3.63021337149598,0,6.45872213791548,6.78356766956058,6.23785497713857,6.49120345342905,0.0419088380147426,0.25,2.41549707693389,"9/5/19",0.0859307361387855
"SearchCosts-5_S021","SearchCosts-5_S021","3/26/14",5.48797194366815,1,17:00:00,"Sonali",1,NA,"5",0,0,35,6,9,8,31,5,9,8,873.541870425161,1130.0101757044,710.841894149889,822.1982419495,98745.3577356022,30316.6223704692,44301.2201295655,67981.8249661868,0.0380344764282347,0.910296062016805,-0.515316313356783,-0.136587782393531,0.913793103448276,0,0.885714285714286,0.833333333333333,1,1,0,0,0.125,0.214285714285714,0.05,0.0555555555555556,0.104201680672269,0.166666666666667,0,0,0.227703403450387,419.168281554511,3.60933030164208,0,6.70843446374481,7.01999194274128,6.52356200860686,6.66238064446494,0.0366543328226638,0.621621621621621,2.84890058697817,"9/19/19",0.1183126969625
"SearchCosts-5_S022","SearchCosts-5_S022","10/13/13",5.94827113814456,2,15:30:00,"Bella",1,NA,"5",0,0,49,8,11,9,49,8,11,9,886.945695292898,910.8293354515,939.964879643091,957.489675945667,59622.3146110929,64695.6373436631,97420.0960498039,36032.9817634601,-0.0741330056651734,0.0226140201287213,0.140635277638238,0.211624118060346,1,0,1,1,1,1,0,0,0.01,0.0555555555555556,0.0416666666666667,0.05,0,0,0,0,-0.0157421846005186,-29.135544191591,-0.722951088451197,0,6.74923982432866,6.78209024701033,6.78618285288655,6.846559332451,-0.000301630564633203,0.142857142857143,3.28970725390294,"9/23/19",-5.55111512312578e-16
"SearchCosts-5_S023","SearchCosts-5_S023","5/29/14",5.37563702120664,1,09:00:00,"ziwei",1,"quit unexpectedly, reopened and named Search Costs-5_S023 trial 2  didn't respond quick enough many times for part 1, respond well for part2, 3","5",0,0,47,7,8,9,45,5,8,8,747.0987319946,1148.3506202678,594.683974981375,788.0659103385,108454.057027722,76525.9373824144,49566.5879497843,105759.975864921,-0.0509195287992743,1.15883053803143,-0.510440761898602,0.0725940251248747,0.929577464788732,0,0.957446808510638,0.714285714285714,1,0.888888888888889,0,0,0.0520833333333333,0.3125,0.0555555555555556,0.15,0.0416281221091582,0.238095238095238,0,0.111111111111111,0.317645241692564,553.666645286425,2.57448738609979,0,6.51957307848508,7.02064957721856,6.33057780722872,6.59664091295464,0.0516860173315371,0.69811320754717,3.36665015935253,"10/12/19",0.577923855234099
"SearchCosts-5_S024","SearchCosts-5_S024","4/19/14",5.49071181982574,2,12:30:00,"Sonali",1,NA,"5",0,0,47,9,11,9,45,9,10,9,760.597149530756,929.606013828,999.9779224406,891.426112917222,33250.014881518,41491.4661762161,74346.6141261599,82919.4687824658,-0.305407513705842,0.434528168610405,0.742622577928377,0.267373202220612,0.960526315789474,0,0.957446808510638,1,0.909090909090909,1,0,0,0.0520833333333333,0.05,0.125,0.05,0.0416281221091582,0,0.0909090909090909,0,-0.0364699909083427,-70.3719086126,-0.26172893337907,0,6.60855635569023,6.81470986896532,6.87087123316418,6.74865643907374,-0.00410368867640652,-0.428571428571429,3.05697426852,"10/14/19",0.0384714527247944
"SearchCosts-5_S025","SearchCosts-5_S025","5/31/14",5.38933640199463,2,14:00:00,"Ziwei",1,"know that other friends don't like any fruit. When there is an other friend, the child presses red before the fruit appears, and results in many clocks ticking","5",0,0,38,6,7,5,38,6,6,5,998.359479526316,1163.2023255,821.391224833333,800.9295942,83588.8523500914,16290.1841811045,157221.284344228,203157.025942055,0.0615216612118207,0.587775388895696,-0.503441914633981,-0.568764794323897,0.982142857142857,0,1,1,0.857142857142857,1,0,0,0.0128205128205128,0.0714285714285714,0.1875,0.0833333333333333,0,0,0.142857142857143,0,0.172232294420818,341.811100666667,12.9393139922503,1,6.85278569076519,7.05384621252445,6.56036828936193,6.55687062331333,0.0362472563579879,-0.448275862068966,2.71242415082961,"10/19/19",-5.55111512312578e-16
"SearchCosts-5_S026","SearchCosts-5_S026","5/26/14",5.40851553509781,1,14:00:00,"Bella",1,NA,"5",0,0,51,11,12,12,51,10,12,12,623.465748431373,713.5449647,386.022905333333,417.996346833333,34672.4321649814,20639.6979696971,13399.696801276,14421.2933080655,0.263589082611033,0.720807153037197,-0.94160744390002,-0.779318784727868,0.988372093023256,0,1,0.909090909090909,1,1,0,0,0.00961538461538462,0.125,0.0384615384615385,0.0384615384615385,0,0.0909090909090909,0,0,0.29786434134051,327.522059366667,-7.52904169845512,1,6.39398736818319,6.55482158960563,5.91876387799472,6.00098531972389,0.0509923721020742,0.529411764705882,3.28970725390294,"10/21/19",0.154837945416267
"SearchCosts-5_S027","SearchCosts-5_S027","10/29/14",5.0360065391711,2,13:00:00,"ziwei",1,"dad mentioned that the kid wasn't familiar with technology(didn't allow it at home), so at first wasn't familiar with the keyboard use. Did well in actual trials","5",0,0,47,10,10,10,46,10,10,10,861.046013624696,1036.6292715085,601.0414361952,797.9030132299,47744.5928950983,67325.1043130835,96661.6140570712,178108.585934197,0.0674065231155743,0.676967646792326,-0.835234675647837,-0.15180297747613,0.987012987012987,0,0.978723404255319,1,1,1,0,0,0.03125,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0212765957446809,0,0,0,0.265980110204249,435.5878353133,-9.55475270734197,1,6.72629906752766,6.91409984201688,6.27823041247053,6.54809384816739,0.0481999326335888,0,3.67292277188538,"11/10/19",0.191607758991217
"SearchCosts-5_S028","SearchCosts-5_S028","7/31/14",5.29081502182768,2,16:00:00,"Bella",1,"had a very hard time remembering who liked what","5",0,0,48,9,9,11,38,7,8,10,681.846882167868,931.822368075714,690.417379141,700.3334045411,68866.4577720958,40331.655227983,25039.6160856353,102910.140229394,-0.121176087281543,0.831440406464345,-0.0885152975782911,-0.0507269147925456,0.818181818181818,0,0.791666666666667,0.777777777777778,0.888888888888889,0.909090909090909,0,0,0.214285714285714,0.25,0.15,0.125,0.168439716312057,0.194444444444444,0.111111111111111,0.0909090909090909,0.148809686946023,241.404988934714,1.23828861488074,0,6.45802904527806,6.81416689572451,6.51396158496984,6.46271503209889,0.0225241909386988,0.25,2.03285815034726,"11/13/19",0.0237540638567628
"SearchCosts-5_S029","SearchCosts-5_S029","7/23/14",5.32369353571885,2,13:30:00,"ziwei",1,NA,"5",0,0,47,7,9,9,46,7,8,9,910.816068235022,1140.193462371,1160.53199767925,1175.51053894833,29738.4271530995,20522.2249780543,58988.7666980919,33792.558191441,-0.401445460408638,0.675431548917192,0.770916551523125,0.841237547132448,0.972222222222222,0,0.978723404255319,1,0.888888888888889,1,0,0,0.03125,0.0625,0.15,0.05,0.0212765957446809,0,0.111111111111111,0,-0.0088400531316787,-20.3385353082501,-0.066017995651852,0,6.79664635897609,7.03164588146201,7.03633659298686,7.05792552655912,-0.000333431715127944,-0.411764705882353,3.24870949378126,"11/17/19",0.191607758991217
"SearchCosts-5_S031","SearchCosts-5_S031","9/18/14",5.33739291650684,2,14:00:00,"ZC",1,NA,"5",0,0,50,10,10,10,46,10,7,10,676.411219264978,842.9739475246,772.904123578571,643.415904045,80969.0269696127,11891.6543290442,79349.1560802922,64840.7892216622,-0.103428603090939,0.521891508786361,0.258831035372062,-0.227301659328487,0.9125,0,0.92,1,0.7,1,0,0,0.0882352941176471,0.0454545454545455,0.318181818181818,0.0454545454545455,0.0751020408163265,0,0.233333333333333,0,0.0433633113779379,70.0698239460286,0.336944892116397,0,6.43240817792707,6.729431334847,6.5983040009864,6.4059631433759,0.00983868080783769,-0.75,1.92947207301767,"1/18/20",-0.11989103332092
"SearchCosts-5_S032","SearchCosts-5_S032","1/18/15",5.05781138692531,1,16:00:00,"Sonali",1,NA,"5",0,0,50,12,11,12,48,10,11,12,681.49483700625,997.1409559252,707.580219615546,729.348361492,55747.9708858875,28370.6287754517,121224.488595884,79073.0498573657,-0.184377895867171,0.988959782108142,-0.087411830310232,-0.00649405717038643,0.952941176470588,0,0.96,0.833333333333333,1,1,0,0,0.0490196078431373,0.192307692307692,0.0416666666666667,0.0384615384615385,0.0391836734693878,0.151515151515152,0,0,0.169858121353954,289.560736309654,1.19391498840613,0,6.47144162332489,6.89116420757767,6.47218601786186,6.52754275118967,0.0313527807509083,0.643835616438356,3.39553969820364,"2/7/20",0.391632252575234
"SearchCosts-5_S033","SearchCosts-5_S033","9/28/14",5.37027143039801,1,10:00:00,"ZC",1,NA,"5",0,0,50,12,12,12,49,8,10,12,592.313333433388,877.528011798625,414.9585962296,551.615913709417,62562.7455897469,82014.0948261956,14846.9650132976,72349.5306414035,-0.000944607472631614,1.07394241053213,-0.669340447738171,-0.154320753393035,0.918604651162791,0,0.98,0.666666666666667,0.833333333333333,1,0,0,0.0294117647058824,0.346153846153846,0.192307692307692,0.0384615384615385,0.02,0.242424242424242,0.151515151515152,0,0.35789107035678,462.569415569025,4.30863668142422,0,6.31158945373102,6.73201627988851,5.9949830897049,6.22884323163125,0.0579109944756097,0.285714285714286,3.02117047673352,"2/9/20",0.811510805668182
"SearchCosts-5_S034","SearchCosts-5_S034","3/13/14",5.93742579502073,1,09:30:00,"SK",1,NA,"5",0,0,52,12,10,12,51,9,10,12,709.844925824314,833.128796683111,674.3179082868,523.767729600333,38402.4948231858,33188.8497798236,58352.7750246432,9014.35450237346,0.0886921153244672,0.695068360888739,-0.08604882491716,-0.826535406697907,0.953488372093023,0,0.980769230769231,0.75,1,1,0,0,0.0283018867924528,0.269230769230769,0.0454545454545455,0.0384615384615385,0.0192307692307692,0.204545454545455,0,0,0.105350914146899,158.810888396311,1.2825814931532,0,6.52957456764019,6.70388002879449,6.45980668983841,6.24471591933086,0.0185414120050877,0.711111111111111,3.71475545784652,"2/17/20",0.697706040349485
"SearchCosts-5_S035","SearchCosts-5_S035","2/1/15",5.06055126308291,2,11:00:00,"ZC",1,NA,"5",0,0,50,11,9,3,50,11,8,3,834.25633430516,1014.40143585164,877.78937816625,848.911364873,45652.8065846599,32698.0135719091,50542.6217336257,331.436248441449,-0.154986499353057,0.691850883324978,0.0496563613567721,-0.0860952132586946,0.986301369863014,0,1,1,0.888888888888889,1,0,0,0.00980392156862745,0.0416666666666667,0.15,0.125,0,0,0.111111111111111,0,0.0721978231124078,136.612057685386,0.866066416173495,0,6.69483268068003,6.90891058892388,6.75144125796858,6.74380066573709,0.0115274725512373,-0.565217391304348,2.86549397579882,"2/22/20",-5.55111512312578e-16
"SearchCosts-5_S036","SearchCosts-5_S036","10/12/14",5.37575118271321,1,09:15:00,"SK",1,"intentionally pressed wrong button, liked the sound","5",0,0,46,9,11,9,42,7,8,9,827.567997432905,891.433715820571,902.026981115875,909.105671776222,72669.9513848521,23741.8969544615,82233.7094052991,73664.3360068616,-0.103792433775121,0.142468131613731,0.18331482631621,0.210609631858811,0.88,0,0.91304347826087,0.777777777777778,0.727272727272727,1,0,0,0.0957446808510638,0.25,0.291666666666667,0.05,0.0811594202898551,0.194444444444444,0.218181818181818,0,-0.00590660576693912,-10.5932652953035,-0.125380084219333,0,6.66938353631561,6.77867767320166,6.7465964023876,6.7585834399848,0.00237194977600948,-0.0769230769230769,1.96432273052184,"2/25/20",0.297513855076109
"SearchCosts-5_S037","SearchCosts-5_S037","3/13/14",5.96756443275431,1,15:00:00,"ZC",1,NA,"5",0,0,48,11,12,12,42,9,12,11,796.403447786571,913.555463155667,513.22674751275,547.895063053273,86589.6146492941,73012.9931588257,18859.9828210342,72724.7080177335,0.230190332853146,0.623225972974108,-0.719844844167152,-0.603535418781207,0.891566265060241,0,0.875,0.818181818181818,1,0.916666666666667,0,0,0.13265306122449,0.208333333333333,0.0384615384615385,0.115384615384615,0.111702127659574,0.163636363636364,0,0.0833333333333333,0.280581515980194,400.328715642917,-13.9007090494548,1,6.61550413239345,6.77777643737642,6.21125451356437,6.23346677779477,0.043615411030414,0.688311688311688,2.79520300732748,"2/28/20",0.120945755919311
"SearchCosts-5_S038","SearchCosts-5_S038","10/22/14",5.35657204961002,2,16:00:00,"ZC",1,NA,"5",0,0,39,5,8,10,38,3,8,10,759.427842341263,1331.26656214333,959.774136543625,841.7199134827,45206.2211121061,28447.1798342392,211253.869294631,76452.3857293022,-0.239645510062673,1.7127504655449,0.444385292650322,0.0413195644544296,0.951612903225806,0,0.974358974358974,0.6,1,1,0,0,0.0375,0.416666666666667,0.0555555555555556,0.0454545454545455,0.0256410256410256,0.3,0,0,0.162150076955254,371.492425599708,0.587985789988369,0,6.59674603569546,7.18833358594519,6.73262293362974,6.69235626007898,0.0327355847764238,0.764705882352941,3.59396562389136,"2/28/20",0.847882446902044
"SearchCosts-5_S039","SearchCosts-5_S039","4/1/14",5.92098653807515,1,10:30:00,"ziwei",1,"AXCPT quit unexpectedly after practice  opened trial_2 and skipped practice  the child finished practice in trial 1 and the whole AXCPT in trial 2","5",0,0,48,9,11,8,44,5,7,8,718.2627916335,881.0801029206,473.40798378,597.074657679125,71752.6030755339,17216.1522936055,39448.8122992744,45847.7683266809,0.111455439073395,0.732723571366252,-0.822846251302958,-0.350966677117492,0.842105263157895,0,0.916666666666667,0.555555555555556,0.636363636363636,1,0,1,0.0918367346938776,0.45,0.375,0.0555555555555556,0.0780141843971631,0.277777777777778,0.254545454545455,0,0.300978741078225,407.6721191406,-17.2605810630765,1,6.50833404541414,6.77248931044585,6.09189091481484,6.33711255760544,0.052905649841924,0.0909090909090909,1.73174982261768,"3/1/20",0.621641914109388
"SearchCosts-5_S040","SearchCosts-5_S040","5/3/14",5.83331050103202,2,13:00:00,"SK",1,NA,"5",0,0,49,12,12,12,48,10,12,12,664.596840739167,864.7524118417,625.8929371835,558.281342188583,54280.8502603617,56587.521479578,104193.86025869,27767.1862376086,-0.0127437320289908,0.787644547409858,-0.167514096919899,-0.43788143113902,0.964705882352941,0,0.979591836734694,0.833333333333333,1,1,0,0,0.03,0.192307692307692,0.0384615384615385,0.0384615384615385,0.0204081632653061,0.151515151515152,0,0,0.160238969527125,238.8594746582,1.54025438288846,0,6.4427782111279,6.73194136809101,6.34022008949812,6.28154436870979,0.0299660679577576,0.666666666666667,3.69024461682476,"3/1/20",0.538984711885793
"SearchCosts-5_S041","SearchCosts-5_S041","10/22/14",5.36479167808282,1,15:15:00,"BV",1,NA,"5",0,0,50,7,11,11,45,5,9,9,751.222515106378,1099.5248317718,889.514154858111,887.713909149222,67169.0323270587,73935.7601374354,100461.714380243,182612.561493581,-0.203728789661792,0.941165935681792,0.250845760478123,0.244928223563176,0.860759493670886,0,0.9,0.714285714285714,0.818181818181818,0.818181818181818,0,0,0.107843137254902,0.3125,0.208333333333333,0.208333333333333,0.0918367346938776,0.238095238095238,0.163636363636364,0.163636363636364,0.105583992232106,210.010676913689,0.579121981292253,0,6.56619578908358,6.9749754844021,6.73425540463154,6.67281406813876,0.0175589777223107,0.2,2.19000943408199,"3/2/20",0.357801371805869
"SearchCosts-5_S042","SearchCosts-5_S042","5/2/14",5.84427000566241,2,16:00:00,"sonali",1,"participant's arm was in a cast, was only able to do AXCPT with one arm","5",0,0,42,8,12,10,36,8,12,10,895.20921309775,1078.57984304387,704.628070196083,627.2792816163,41598.2387805417,11196.2791316032,35375.2059389995,17479.719809652,0.234671617347526,1.0462904402958,-0.608861738694459,-0.951216088254381,0.916666666666667,0,0.857142857142857,1,1,1,0,0,0.151162790697674,0.0555555555555556,0.0384615384615385,0.0454545454545455,0.125435540069686,0,0,0,0.209707331417315,373.951772847792,3.78382162151471,0,6.76961539382379,6.97914414248078,6.52244633915943,6.4209776985917,0.0338254818158183,0.181818181818182,2.71242415082961,"3/4/20",-0.288641551536666
"SearchCosts-5_S043","SearchCosts-5_S043","10/14/14",5.39493031581639,1,09:00:00,"ziwei",1,NA,"5",0,0,52,11,12,11,52,11,12,11,923.362232171635,963.579893112364,885.927915573833,840.781190178818,10486.9355947611,10651.6091819347,31659.4229428604,20335.2777036552,0.0862896704951176,0.412391918325189,-0.217244013537782,-0.583313254988166,1,0,1,1,1,1,0,0,0.00943396226415094,0.0416666666666667,0.0384615384615385,0.0416666666666667,0,0,0,0,0.0419852120514651,77.6519775385304,3.22645499345173,0,6.8220783618307,6.86575475673816,6.76939061651296,6.72089785692312,0.00706733500724102,0.0399999999999999,3.28970725390294,"3/5/20",-5.55111512312578e-16
